,0
643,"Changing attitudes: the effect of a training course on a forensic psychiatric units staffs attitudes. Neringa Aasdal & Tine Wøbbe (Denmark). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 402. "
644,"Dealing with child abuse: listening to professionnal’s voices and learning ways of handling the impact of child abuse on professional’s life. Christos Panagiotopolos & Eleni Papaspyrou (Cyprus). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 404. "
645,"Empathy levels among undergraduate nursing students: a preliminary study in Italy. Paola Ferri, Sergio Rovesti, Nunzio Panzera, Carmela Giudice & Rosaria Di Lorenzo. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 405. "
646,"Preliminary results: Forensic mental health staff perception of everyday patient-staff conflicts. Frederik Alkier Gilberg (Denmark). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 407. "
647,"Communication Awareness and Skills to Reduce Restrictive Practices within Nottinghamshire Healthcare NHS Foundation Trust. Mark Phillips, Jackie Ewington, Hayley Tutill & Elaine Rea (UK). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 409. "
648,"Medical Simulation in Forensic Psychiatry. Thor Egil Holtskog, Kjell Kjaervik, Toril Garborg & Bjarne Dahl (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 411. "
649,"Influence of psychiatric nurses’ attitudes of aggression management on their impacts after dealing with aggression. Shing-Chia Chen, Hung-Yu Lin & Wen-I Liu (Taiwan). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 413. "
650,"Approaches. Yvonne Murray, Lynn Clarke & Pat Bradley (UK). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 415. "
651,"Interdisciplinary Staff. Marissa Flaherty, Vedrana Hodzic, Christopher Miller, Christopher Wilk, Ashley. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 416. "
652,"Professionals in Behavioral Emergencies in Baltimore, Maryland, USA. Vedrana Hodzic, Christopher Wilk, Christopher Miller, Ashley Hernandez, Marissa. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 418. "
653,"Medicine Staff To Reduce Violence. Antonia Purdy & Aideen Carroll (Canada). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 420. "
654,"Department for Forensic and Security Psychiatry in Oslo. Toril Garborg, Thor Egil Holtskog, Kjell Kjaervik & Geir Fossheim (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 422. "
655,"De-escalation from theory to practice. Kenneth Juel & Michael Aaldering (Denmark). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 424. "
656,"Prevalence of manual restraint and characteristics of the team that restrained patients in Iceland. Jón Snorrason, Jón Friðrik Sigurðsson & Hjalti Einarsson (Iceland). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 426. "
657,"General Wards. Naoko Shibuya & Risa Takahashi (Japan). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 428. "
658,"Restraints practices among psychiatric nurses in state mental health care setting, Karnataka, India. Raveesh B Nanjegowda, Sreevani Renetala & Ragavendra Nayak (India). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 430. "
659,"Reduction of patient assaults on the inpatient psychiatric units of an inner city hospital as a . Lizica Troneci & AnnMarie McDonald (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. uality Improvement Project using the PDSA Cycle p. 432. "
660,"Psychometrics of the Staff Observation Aggression Scale – Revised version (SOAS-R) in chronic psychiatric patients. Nienke de Bles, Elise van Wijk, Manoek Brobbel, Nathaly Rius-Ottenheim, Bert van. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 10th European Congress on Violence in Clinical Psychiatry. 26–28 October 2017; Dublin. Oud Consultancy, Amsterdam. 2017. p. 434. "
661,"Violence risk assessment and management: What we know, and what we still need to focus on. Prof. Kevin S. Douglas (Canada). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 31. "
662,"Mental disorder and violent crime: Legal concepts, distinctions and problems. Prof. Linda Gröning (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 34. "
663,"Towards a charter for collaboration between users and professionals. Dr. Wilma Boevink (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 35. "
664,"Predicting aggression of patients and burnout symptoms in nursing staff with the use of biosensors. Dr. Peter de Looff (Netherlands), Dr. Liza Cornet, Dr. Matthijs L. Noordzij, Dr. Mirjam. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 36. "
665,"Evidence based violence risk management – What, how and why not ?. Prof. Stål Bjørkly (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 44. "
666,"Legal insanity and free will. Prof. Gerben Meynen (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 49. "
667,"The terror of July 22th of 2011: What can we learn. Dr. Pål Grøndahl (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 56. "
668,". Presenters: Sarah Leitch (UK) & Kevin McKenna (Ireland) violence against staff.p. 59. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. The Restraint Reduction Network : Mandatory standards for training in using restraint, focusing on reduction, prevention, and safe management. p. 57. "
669,". Aggression on the psychiatric ward: prevalence and causes. A systematic review of the literaturep. 59. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. Presenters: Sarah Leitch (UK) & Kevin McKenna (Ireland) violence against staff. p. 59. "
670,"Aggression on the psychiatric ward: prevalence and causes. A systematic review of the literature. Irene Weltens (Netherlands), Maarten Bak, Patrick Domen, Therese van Amelsvoort,. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 59. "
671,"Predictors of (repeated) physical violence in a forensic psychiatric hospital. Nienke Verstegen, Vivienne de Vogel, Robert Didden & Henk Nijman (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 67. "
672,"Workplace aggression against student nurses. How prepared are they?. Wim Janssen & Chantal Emerenciana (Netherlands). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 69. "
673,"Demographics that correlate to high rates of aggression, absconding, deliberate self & sexual harm. Gamze Sonmez (Australia). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 76. "
674,"The prevalence and consequences of workplace aggression on employees in elderly care settings. Ellen Delvaux, Emma Boonen, Lode Godderis. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 78. "
675,"Leave End Associated Violence Evaluation (LEAVE): staff returning from annual leave don’t experience more violence. Stuart Thomson, Helena Austin & Keith Reid (UK). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 82. "
676,"Exposure Characteristics in Inpatient Psychiatry. Joanne Iennaco (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 86. "
677,"Psychiatric Intensive Care Unit. Knut Langsrud, Håvard Kallestad, Arne Vaaler, Roger Almvik, Tom Palmstierna &. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 88. "
678,"Establishing a uniform measure of aggression and violence in emergency departments throughout New Hampshire USA. Lisa Mistler (USA). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 89. "
679,"Exploring the time trend of first aggressive episodes in pediatric psychiatric inpatient units. Ping-I Lin & Drew Barzman (Sweden). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 91. "
680,"Workplace violence against healthcare workers in different levels of hospitals in China. Yusheng Tian, Jiansong Zhou & Yamin Li (China). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 99. "
681,". Virtu Chongtham, Nitasha Sharma & Bir Singh Chavan (India) against patients / patients as victims.p. 103. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. Determination and characterization of violent episodes in a psychiatric unit in India: Insights and perspectives p. 101. "
682,". Norwegian mental health carep. 103. In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. Virtu Chongtham, Nitasha Sharma & Bir Singh Chavan (India) against patients / patients as victims. p. 103. "
683,"Norwegian mental health care. Tonje Lossius Husum, Per Nortvedt, Reidar Pedersen & Olaf Aasland (Norway). In: Violence in Clinical Psychiatry. Eds: Callaghan P, Oud N, Nijman H, Palmstierna T, Duxbury J. Proceedings of the 11th European Congress on Violence in Clinical Psychiatry. 23–26 October 2019; Oslo. Oud Consultancy, Amsterdam. 2019. p. 103. "
